"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Walla Walla","Walla Walla  Superior Court Judge Position 2","M. Scott Wolfram"," ","23312","98.3629","Judicial"
"Walla Walla","Walla Walla  Superior Court Judge Position 2","WRITE-IN"," ","388","1.6371","Judicial"
"Walla Walla","Prescott Joint Park and Recreation District Proposition No. 1 - Maintenance &amp; Operation Excess Levy","Levy Yes"," ","263","69.0289","Park and Recreation"
"Walla Walla","Prescott Joint Park and Recreation District Proposition No. 1 - Maintenance &amp; Operation Excess Levy","Levy No"," ","118","30.9711","Park and Recreation"
"Whatcom","Washington State Referendum Measure No. 90","Approved"," ","81015","59.9126","State Executive"
"Whatcom","Washington State Referendum Measure No. 90","Rejected"," ","54207","40.0874","State Executive"
"Whatcom","Washington State Advisory Vote No. 32","Repealed"," ","71589","54.8054","State Executive"
"Whatcom","Washington State Advisory Vote No. 32","Maintained"," ","59035","45.1946","State Executive"
"Whatcom","Washington State Advisory Vote No. 33","Repealed"," ","71491","55.2156","State Executive"
"Whatcom","Washington State Advisory Vote No. 33","Maintained"," ","57985","44.7844","State Executive"
"Whatcom","Washington State Advisory Vote No. 34","Repealed"," ","73273","57.2978","State Executive"
"Whatcom","Washington State Advisory Vote No. 34","Maintained"," ","54608","42.7022","State Executive"
"Whatcom","Washington State Advisory Vote No. 35","Repealed"," ","65257","50.6245","State Executive"
"Whatcom","Washington State Advisory Vote No. 35","Maintained"," ","63647","49.3755","State Executive"
"Whatcom","Washington State Engrossed Senate Joint Resolution No. 8212","Approved"," ","75543","58.252","State Executive"
"Whatcom","Washington State Engrossed Senate Joint Resolution No. 8212","Rejected"," ","54140","41.748","State Executive"
"Whatcom"," President/Vice President","Joseph R. Biden / Kamala D. Harris","(Democratic Party Nominees)","83660","60.352","Federal"
"Whatcom"," President/Vice President","Donald J. Trump / Michael R. Pence","(Republican Party Nominees)","50489","36.4226","Federal"
"Whatcom"," President/Vice President","Jo Jorgensen / Jeremy &quot;Spike&quot; Cohen","(Libertarian Party Nominees)","2490","1.7963","Federal"
"Whatcom"," President/Vice President","Howie Hawkins / Angela Walker","(Green Party Nominees)","726","0.5237","Federal"
"Whatcom"," President/Vice President","Gloria La Riva / Sunil Freeman","(Socialism and Liberation Party Nominees)","206","0.1486","Federal"
"Whatcom"," President/Vice President","Alyson Kennedy / Malcolm M. Jarrett","(Socialist Workers Party Nominees)","89","0.0642","Federal"
"Whatcom"," President/Vice President","WRITE-IN"," ","960","0.6925","Federal"
"Whatcom","Congressional District 1 U.S. Representative","Suzan DelBene","(Prefers Democratic Party)","32108","45.6852","Congressional"
"Whatcom","Congressional District 1 U.S. Representative","Jeffrey Beeler, Sr.","(Prefers Republican Party)","38108","54.2223","Congressional"
"Whatcom","Congressional District 1 U.S. Representative","WRITE-IN"," ","65","0.0925","Congressional"
"Whatcom","Congressional District 2 U.S. Representative","Rick Larsen","(Prefers Democratic Party)","51025","77.8877","Congressional"
"Whatcom","Congressional District 2 U.S. Representative","Timothy S. Hazelo","(Prefers Republican Party)","14291","21.8147","Congressional"
"Whatcom","Congressional District 2 U.S. Representative","WRITE-IN"," ","195","0.2977","Congressional"
"Whatcom","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","81992","59.4425","State Executive"
"Whatcom","Washington State Governor","Loren Culp","(Prefers Republican Party)","55544","40.2682","State Executive"
"Whatcom","Washington State Governor","WRITE-IN"," ","399","0.2893","State Executive"
"Whatcom","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","51328","40.2753","State Executive"
"Whatcom","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","42318","33.2054","State Executive"
"Whatcom","Washington State Lt. Governor","WRITE-IN"," ","33797","26.5193","State Executive"
"Whatcom","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","65592","48.4106","State Executive"
"Whatcom","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","69728","51.4632","State Executive"
"Whatcom","Washington State Secretary of State","WRITE-IN"," ","171","0.1262","State Executive"
"Whatcom","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","77149","57.5679","State Executive"
"Whatcom","Washington State State Treasurer","Duane A. Davidson","(Prefers Republican Party)","56794","42.3792","State Executive"
"Whatcom","Washington State State Treasurer","WRITE-IN"," ","71","0.053","State Executive"
"Whatcom","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","80874","60.5054","State Executive"
"Whatcom","Washington State State Auditor","Chris Leyba","(Prefers Republican Party)","52729","39.4489","State Executive"
"Whatcom","Washington State State Auditor","WRITE-IN"," ","61","0.0456","State Executive"
"Whatcom","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","79975","59.4247","State Executive"
"Whatcom","Washington State Attorney General","Matt Larkin","(Prefers Republican Party)","54518","40.5091","State Executive"
"Whatcom","Washington State Attorney General","WRITE-IN"," ","89","0.0661","State Executive"
"Whatcom","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","78948","59.0036","State Executive"
"Whatcom","Washington State Commissioner of Public Lands","Sue Kuehl Pederson","(Prefers Republican Party)","54775","40.9374","State Executive"
"Whatcom","Washington State Commissioner of Public Lands","WRITE-IN"," ","79","0.059","State Executive"
"Whatcom","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","66322","53.5196","State Executive"
"Whatcom","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","57249","46.198","State Executive"
"Whatcom","Washington State Superintendent of Public Instruction","WRITE-IN"," ","350","0.2824","State Executive"
"Whatcom","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","88999","69.0981","State Executive"
"Whatcom","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","39188","30.4252","State Executive"
"Whatcom","Washington State Insurance Commissioner","WRITE-IN"," ","614","0.4767","State Executive"
"Whatcom","Legislative District 40 State Senator","Elizabeth (Liz) Lovelett","(Prefers Democratic Party)","32220","76.707","Legislative"
"Whatcom","Legislative District 40 State Senator","Charles Carrell","(Prefers Republican Party)","9764","23.2454","Legislative"
"Whatcom","Legislative District 40 State Senator","WRITE-IN"," ","20","0.0476","Legislative"
"Whatcom","Legislative District 40 State Representative Pos. 1","Debra Lekanoff","(Prefers Democratic Party)","33830","96.9397","Legislative"
"Whatcom","Legislative District 40 State Representative Pos. 1","WRITE-IN"," ","1068","3.0603","Legislative"
"Whatcom","Legislative District 40 State Representative Pos. 2","Alex Ramel","(Prefers Democratic Party)","31522","75.625","Legislative"
"Whatcom","Legislative District 40 State Representative Pos. 2","Russ Dzialo","(Prefers Republican Party)","10086","24.1975","Legislative"
"Whatcom","Legislative District 40 State Representative Pos. 2","WRITE-IN"," ","74","0.1775","Legislative"
"Whatcom","Legislative District 42 State Representative Pos. 1","Luanne Van Werven","(Prefers Republican Party)","45104","48.7917","Legislative"
"Whatcom","Legislative District 42 State Representative Pos. 1","Alicia Rule","(Prefers Democratic Party)","47260","51.1239","Legislative"
"Whatcom","Legislative District 42 State Representative Pos. 1","WRITE-IN"," ","78","0.0844","Legislative"
"Whatcom","Legislative District 42 State Representative Pos. 2","Jennifer Sefzik","(Prefers Republican Party)","44501","48.2155","Legislative"
"Whatcom","Legislative District 42 State Representative Pos. 2","Sharon Shewmake","(Prefers Democratic Party)","47702","51.6837","Legislative"
"Whatcom","Legislative District 42 State Representative Pos. 2","WRITE-IN"," ","93","0.1008","Legislative"
"Whatcom","Supreme Court Justice Position #03","Dave Larson"," ","50940","40.5293","Judicial"
"Whatcom","Supreme Court Justice Position #03","Raquel Montoya-Lewis"," ","74542","59.3076","Judicial"
"Whatcom","Supreme Court Justice Position #03","WRITE-IN"," ","205","0.1631","Judicial"
"Whatcom","Supreme Court Justice Position #04","Charles W. Johnson"," ","95845","97.7143","Judicial"
"Whatcom","Supreme Court Justice Position #04","WRITE-IN"," ","2242","2.2857","Judicial"
"Whatcom","Supreme Court Justice Position #06","Richard S. Serns"," ","32799","28.9141","Judicial"
"Whatcom","Supreme Court Justice Position #06","G. Helen Whitener"," ","79920","70.4538","Judicial"
"Whatcom","Supreme Court Justice Position #06","WRITE-IN"," ","717","0.6321","Judicial"
"Whatcom","Supreme Court Justice Position #07","Debra L. Stephens"," ","95773","98.0788","Judicial"
"Whatcom","Supreme Court Justice Position #07","WRITE-IN"," ","1876","1.9212","Judicial"
"Whatcom","Whatcom Superior Court Judge Position 2","Evan Jones"," ","62694","50.7701","Judicial"
"Whatcom","Whatcom Superior Court Judge Position 2","James Erb"," ","60516","49.0064","Judicial"
"Whatcom","Whatcom Superior Court Judge Position 2","WRITE-IN"," ","276","0.2235","Judicial"
"Whatcom","Whatcom Superior Court Judge Position 4","David E. Freeman"," ","95721","78.037","Judicial"
"Whatcom","Whatcom Superior Court Judge Position 4","Jim Nelson"," ","26640","21.7184","Judicial"
"Whatcom","Whatcom Superior Court Judge Position 4","WRITE-IN"," ","300","0.2446","Judicial"
"Whatcom","Public Utility District 1 All Commissioner District 1","Jeffrey McClure"," ","48321","40.9646","Public Utility"
"Whatcom","Public Utility District 1 All Commissioner District 1","Christine Grant"," ","69345","58.7879","Public Utility"
"Whatcom","Public Utility District 1 All Commissioner District 1","WRITE-IN"," ","292","0.2475","Public Utility"
"Whatcom","City of Bellingham Proposition 2020-14 Continuation and Extension of Sales and Use Tax for Transportation Improvements","Yes"," ","42606","82.3639","City/Town"
"Whatcom","City of Bellingham Proposition 2020-14 Continuation and Extension of Sales and Use Tax for Transportation Improvements","No"," ","9123","17.6361","City/Town"
"Whatcom","Ferndale School District 502 Proposition 2020-13 School Programs and Operations Replacement Levy","Yes"," ","12765","62.7859","School"
"Whatcom","Ferndale School District 502 Proposition 2020-13 School Programs and Operations Replacement Levy","No"," ","7566","37.2141","School"
"Whatcom","COLUMBIA VALLEY PARK AND RECREATION DISTRICT Proposition 2020-15 Establishing Six Year Regular Property Tax Levy","Yes"," ","697","42.8133","Park and Recreation"
"Whatcom","COLUMBIA VALLEY PARK AND RECREATION DISTRICT Proposition 2020-15 Establishing Six Year Regular Property Tax Levy","No"," ","931","57.1867","Park and Recreation"
"Whitman","Washington State Referendum Measure No. 90","Approved"," ","11649","56.5321","State Executive"
"Whitman","Washington State Referendum Measure No. 90","Rejected"," ","8957","43.4679","State Executive"
"Whitman","Washington State Advisory Vote No. 32","Repealed"," ","12025","60.3574","State Executive"
"Whitman","Washington State Advisory Vote No. 32","Maintained"," ","7898","39.6426","State Executive"
"Whitman","Washington State Advisory Vote No. 33","Repealed"," ","12018","61.0733","State Executive"
"Whitman","Washington State Advisory Vote No. 33","Maintained"," ","7660","38.9267","State Executive"
"Whitman","Washington State Advisory Vote No. 34","Repealed"," ","12119","62.1169","State Executive"
"Whitman","Washington State Advisory Vote No. 34","Maintained"," ","7391","37.8831","State Executive"
"Whitman","Washington State Advisory Vote No. 35","Repealed"," ","10338","52.5305","State Executive"
"Whitman","Washington State Advisory Vote No. 35","Maintained"," ","9342","47.4695","State Executive"
"Whitman","Washington State Engrossed Senate Joint Resolution No. 8212","Approved"," ","8583","43.6305","State Executive"
"Whitman","Washington State Engrossed Senate Joint Resolution No. 8212","Rejected"," ","11089","56.3695","State Executive"
"Whitman"," President/Vice President","Joseph R. Biden / Kamala D. Harris","(Democratic Party Nominees)","11143","52.9082","Federal"
"Whitman"," President/Vice President","Donald J. Trump / Michael R. Pence","(Republican Party Nominees)","9048","42.9609","Federal"
"Whitman"," President/Vice President","Jo Jorgensen / Jeremy &quot;Spike&quot; Cohen","(Libertarian Party Nominees)","548","2.602","Federal"
"Whitman"," President/Vice President","Howie Hawkins / Angela Walker","(Green Party Nominees)","126","0.5983","Federal"
"Whitman"," President/Vice President","Gloria La Riva / Sunil Freeman","(Socialism and Liberation Party Nominees)","22","0.1045","Federal"
"Whitman"," President/Vice President","Alyson Kennedy / Malcolm M. Jarrett","(Socialist Workers Party Nominees)","14","0.0665","Federal"
"Whitman"," President/Vice President","WRITE-IN"," ","160","0.7597","Federal"
"Whitman","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","11033","53.483","Congressional"
"Whitman","Congressional District 5 U.S. Representative","Dave Wilson","(Prefers Democratic Party)","9571","46.3959","Congressional"
